image_path,hog_pca_0,hog_pca_1,hog_pca_2,hog_pca_3,hog_pca_4,hog_pca_5,hog_pca_6,hog_pca_7,hog_pca_8,hog_pca_9,hog_pca_10,hog_pca_11,hog_pca_12,hog_pca_13,hog_pca_14,hog_pca_15,hog_pca_16,hog_pca_17,hog_pca_18,hog_pca_19
img_000012.jpg,3.1625462,-1.2332996,0.002294011,-0.24641909,-0.48571903,0.7361879,-0.73363364,0.027109127,-0.47851077,0.08598489,-0.24155922,-0.35952452,0.013479779,-0.103302166,0.410467,-0.501342,0.19860211,-0.69621825,0.21188737,0.14113353
img_000013.jpg,0.51599795,0.78288245,0.1609351,-1.572682,0.72067326,0.79586107,1.0919539,-0.2245334,-0.46658707,0.2946038,-0.46564084,0.08941342,1.2059239,0.119295254,0.19178273,0.14112881,-0.27177337,0.046835825,-0.06463939,-0.45911816
img_000014.jpg,-0.28094557,0.8785815,0.79729885,0.2678748,1.313944,-0.28895748,-0.26927063,-0.18510981,-0.20491569,-0.5093798,0.16505882,0.5752944,-0.32311866,-0.2646319,0.077240705,0.66641325,0.60524124,-0.2973695,-0.21382853,-0.2949361
img_000015.jpg,-1.1790084,-0.808975,-2.0044734,-0.4500783,-0.28483418,-0.31911132,1.2012355,2.1879234,-0.53521127,-1.1359766,-0.44331244,0.5711813,-0.6663399,0.5574332,0.4447647,0.09463174,0.21255265,0.015389279,0.13661307,-0.062790334
img_000016.jpg,2.5435448,-0.965001,-0.38732994,0.007666288,-0.20607993,0.15070504,0.53831875,-0.061059758,-0.030948184,0.034630034,0.2945151,-0.19886969,-0.72408366,0.1294246,0.21343748,0.21160334,-0.26535356,0.14850046,0.21811128,0.119774304
img_000017.jpg,-1.9268905,-0.36575633,0.23604634,-0.25523594,0.76045877,0.5481803,0.3724412,-0.22699095,-0.33998263,0.548537,0.8542805,0.6091544,0.16567989,-0.13615096,0.08152876,-0.20485228,-0.27855635,-0.15933385,0.57618016,0.055535145
img_000018.jpg,-0.7905049,0.50461143,1.6544367,-0.005835234,0.8366274,0.004594628,-0.23525093,0.43942803,-0.4239542,0.82698256,0.14127254,-0.40814376,-0.07526379,0.49441668,0.10997417,-0.97066927,0.8745627,0.7038165,0.46445656,-0.2221404
img_000019.jpg,-0.6472947,-0.94135666,-1.670516,-1.0160626,-0.5326288,-0.047017094,-0.17469668,-0.15635167,1.4135574,-0.3405269,1.0785623,0.3893277,0.28884017,-0.107388325,0.030982116,-0.33754486,-0.14046776,-0.08445156,-0.46495342,-0.15575276
img_000020.jpg,-1.2390109,-0.29600286,-1.4553671,0.48608664,0.46619087,-0.7526243,0.35557225,-0.27828664,0.34365675,0.19059645,0.2894393,-0.19465153,0.36213338,-0.16310786,0.41680992,0.52263117,1.1165353,-0.3542479,1.2501935,0.07444049
img_000021.jpg,0.7008786,2.8209882,-1.9989592,0.7048535,-0.018827125,0.8360959,-0.19546191,-0.025031462,-0.25326565,0.22886236,-0.0484454,-0.39542708,0.018731717,-0.028719196,0.11102908,0.33282593,0.38892126,0.063021384,0.020414442,0.013387301
img_000022.jpg,0.66638255,0.60574895,0.46701106,-0.60331154,-1.6448061,1.0938663,0.26367038,0.15913326,-0.003094652,0.9766911,-0.5916004,-1.0314451,-0.08398573,-0.22939368,0.62609386,-0.3819204,0.21004467,-0.50062346,-0.34609717,-0.59065187
img_000023.jpg,-0.535637,-0.25917113,-1.8318565,-0.09015307,0.71816957,-0.8643961,0.9163187,0.9944539,-0.24384837,-1.3219173,-0.001003389,0.006165681,-0.62706304,-0.16812824,0.30355513,0.027929774,-0.095450655,-0.025026731,0.003104951,0.7311237
img_000024.jpg,-2.7541358,-1.569396,-1.1979634,0.79315096,-0.65501404,-0.028703539,-1.0502896,0.7734535,0.37722,0.44471437,-0.49474418,0.071840934,0.67752934,0.06006839,0.20843123,1.0078365,-0.46263245,0.6221789,0.51555294,-0.4426416
img_000025.jpg,-0.34493282,0.43089247,0.42672712,-0.39527944,-0.38805804,0.029357987,0.958632,1.0063275,-0.44934848,-0.7987655,0.10569934,-0.22312675,-0.5672382,-0.30707064,0.5907699,-0.34987128,0.5823489,0.12806042,-0.25423977,0.021244815
img_000026.jpg,-1.3519084,0.76988786,1.3109218,-0.019858938,0.80002576,0.60721475,0.14080827,-0.10343831,-0.4034513,0.007076634,1.0085111,0.1114807,0.7699736,-0.5696719,-0.13956977,-0.003783374,-0.01369255,-0.20872414,0.48393697,-0.20463075
img_000027.jpg,-0.6133078,0.79632586,0.033867233,-2.18818,0.99202216,1.2070779,0.7613388,-0.7268849,-0.71783346,-0.31083015,0.30079415,-0.11715149,0.81067306,-0.026014982,-0.31942943,-0.37582406,-0.05952195,-0.40709516,-0.47961375,0.37331092
img_000028.jpg,0.761409,1.4652443,0.14326167,-2.1886008,-1.4288487,-0.8395203,0.12784562,-0.011514109,-1.0155033,0.041800644,0.0612032,-0.19410042,-0.062503874,-0.034103274,0.42228544,-0.014670779,0.045146212,-0.33466086,0.063891456,0.4039855
img_000029.jpg,-1.5550889,-0.10176803,0.20514145,0.08790859,1.1279176,0.11989693,0.6518415,0.21914566,-0.15846261,0.9959912,0.66281205,0.20424435,0.07313897,-0.17731276,0.05962978,-0.4046067,-0.23162368,-0.30840796,0.24988459,-0.26566854
img_000030.jpg,0.7636939,2.545401,-1.9201766,0.7014451,0.656629,-0.11419057,-0.054828957,-0.22957487,0.23124523,-0.58638585,0.16949795,-0.027300123,0.40696457,-0.35900998,0.47651258,-0.014810216,-0.038192946,-0.020515142,-0.19046144,0.15148364
img_000031.jpg,3.1915972,-0.6532349,-0.057863954,-0.3682721,0.16592287,-0.09992354,0.13154772,-0.47729355,0.026764996,-0.29657635,0.36134356,-0.14133589,-0.4324556,-0.097783886,-0.20022961,0.187106,-0.38359445,-0.00560958,0.21196453,-0.35673285
img_000032.jpg,-2.6921616,-1.1641968,-0.2700285,-0.73952085,0.51425695,0.7415525,-1.3398585,0.02526255,-0.57369506,0.19789137,0.8007968,0.1774359,-0.02706446,0.07519185,0.11581211,0.7017614,-0.21220808,0.10248351,-0.013078951,-0.13976371
img_000033.jpg,2.9158266,-1.0116127,0.5337799,0.5673089,0.9770958,-0.6384697,0.1982758,0.6820233,-0.092789166,0.5549008,-0.13178425,0.57975304,0.024326235,-0.22757758,0.12472277,-0.38412413,-0.14249812,0.08534356,-0.4848857,-0.08425668
img_000034.jpg,2.5282278,-1.1376541,0.07598516,0.33330932,-0.65788835,0.3048496,0.43501657,-0.15854223,0.6238335,0.26263303,-0.21514204,0.21421438,0.21152432,0.1681438,-0.4749577,-0.4107502,-0.13453677,0.5043193,0.2684138,0.24280368
img_000035.jpg,-0.9780187,0.31726608,0.9907467,0.5273821,-0.767029,0.18806726,-0.10054517,-0.1991657,-0.21471092,-0.364252,-0.32969013,-0.4749251,0.12573159,-0.61185545,0.4069875,-0.23928072,0.012103898,-0.31050605,-0.78623056,0.34782723
img_000036.jpg,-1.0008227,-0.48355532,-1.4298339,0.5352899,-0.43946776,-0.01656073,1.0775654,-0.03235738,0.13507758,0.42422193,0.57655394,-0.2939935,0.4590956,-0.013847014,0.5320436,0.40130267,0.9057888,-0.21253495,1.4229238,0.1937331
img_000037.jpg,-2.0168867,-1.0102775,-0.65514874,0.33050552,-0.9202013,0.25773072,-0.058037136,0.23065314,-0.62264717,0.45459393,0.25752875,0.75440764,-0.06828919,-0.62355065,0.21280794,1.0324252,0.085109845,0.40201548,0.54955024,0.47903526
img_000038.jpg,2.7484672,-0.73983747,-0.2267668,-0.11647502,0.16037938,-0.44269153,0.17442259,-0.4098108,0.028871203,-0.9170553,0.31435078,0.46369824,0.46602058,0.00043804,-0.3077898,0.44167888,0.21115701,0.017020885,0.3565139,0.76592577
img_000039.jpg,1.0199987,1.2968035,0.051843196,-0.9570528,-1.7122971,0.3260357,0.5158578,0.099959366,-0.43183926,0.47975782,-0.2701924,0.31058586,-0.2592159,-0.22773056,-0.50645494,-0.003165102,-0.05232567,-0.16736652,0.10362261,-0.37000164
img_000040.jpg,-0.18235876,-0.4440012,-1.4492892,-0.48770237,-0.78509766,-0.3391821,0.28586745,0.16297232,0.74979645,0.1438811,0.57769,-0.07039622,0.42599365,-0.06946735,-0.17337973,0.079668134,0.48458093,0.021424487,-0.118734,0.1338305
img_000041.jpg,0.74603677,3.1619835,-1.4006889,1.1458625,-0.14366041,0.23035373,-0.13303635,0.028996903,-0.2709161,0.62821573,0.44308525,-0.2101966,0.001957632,0.72865474,0.40918097,-0.022723889,-0.5694615,0.66775227,-0.21827392,0.18468654
img_000042.jpg,2.9466882,-0.28001252,-0.36414596,-0.17364205,0.19939753,0.2079847,0.4768262,-0.5194629,-0.46586478,-0.3217593,0.14708245,-0.12175123,-0.6312168,0.30552,0.098654486,0.008168538,-0.16622919,0.06212504,0.32017758,-0.16260202
img_000043.jpg,2.37582,-0.5147864,0.23156065,-0.14960854,0.016510293,0.000534352,0.5211186,0.9285357,-0.53171825,0.27671874,-0.034179337,-0.27388862,0.06273612,-0.611084,0.8448882,0.007449661,0.03136068,0.70174766,-0.452051,-0.2370772
img_000044.jpg,-0.59775513,0.9128286,1.5733701,-0.52122813,0.3251886,0.508004,0.3901293,-0.24797325,-0.24332646,0.37478226,-0.22955734,0.57449955,0.06187638,-0.19167495,0.0770463,0.24609253,-0.25354096,-0.18265213,0.3373594,-0.004503223
img_000045.jpg,-1.3960724,-0.48924953,0.2366861,-0.24311602,-0.40406242,-0.4748632,-0.38961545,-0.7783766,0.6299977,-0.60997844,0.068501,-0.15377948,0.0321785,0.03807639,0.16786596,-0.67468673,-0.41917238,0.26300478,0.15640187,-0.21040307
img_000046.jpg,3.1366763,-1.0967252,-0.3321137,-0.1748377,-0.89272666,0.8036397,-0.255558,-0.3616569,0.19556412,-0.2109497,0.82037,-0.040884033,0.37550658,0.6898574,0.40146387,-0.24544017,-0.34088558,-0.31901202,-0.135695,0.05992881
img_000047.jpg,-1.0397408,-0.71462476,-1.5038114,-0.54502463,-0.44663396,0.1625098,0.021053655,0.82812446,0.31890213,-0.41752285,0.27453515,0.91485345,0.41591504,0.060481913,0.48789918,-0.90627646,0.4516217,0.30421397,0.1153579,0.2303437
img_000048.jpg,2.758814,-1.1538768,-0.14531454,0.16349766,0.04365844,0.6070285,-1.082877,0.7316596,0.11358873,0.2144174,-0.24461873,-0.00853362,0.18467821,-0.2322794,0.3071453,-0.08513156,0.31668496,-0.23355904,-0.45814335,-0.7736921
img_000049.jpg,2.485846,-0.7748822,0.26251146,0.097301,-0.053705722,-0.30553567,0.39982352,-0.020043578,0.688633,0.2484112,-0.5184167,0.16851331,0.16812415,0.35600835,-0.9802876,0.040960923,-0.24045601,0.30813,0.14467888,-0.24179938
img_000050.jpg,-0.37009957,0.17316256,-1.0329372,-2.2729895,1.6970491,1.1616695,0.6737988,-0.30457163,-0.39782336,-0.5423379,0.21500514,0.017924441,0.44978106,0.7541316,0.008172035,-0.023926064,0.39234832,-0.19866095,-0.6733724,0.436701
img_000051.jpg,-0.70596415,0.08464578,0.6924785,0.036581226,-0.93013394,0.14568298,-1.8215176,0.06264857,1.1292408,0.5656776,-0.36188275,0.25077313,0.63666075,-0.18945652,0.162292,0.85707456,-0.3891867,-0.56383824,0.001733871,-0.021076825
img_000052.jpg,-1.6897187,0.12765251,1.5644604,0.83192843,-0.19782504,-0.28373837,-0.29786614,0.7919579,0.2079016,0.48114026,0.63237584,-0.42573723,0.14679123,-0.14853758,-0.41888124,-0.22530478,-0.37889883,-0.42527384,-0.1830239,0.431808
img_000053.jpg,-0.10297934,0.069740206,0.010700972,-0.363109,-1.4050704,0.5294284,0.09326511,-0.046737533,0.7793642,0.026984777,1.3037945,0.2976617,0.31119493,0.1342365,0.032864235,0.32179952,0.45174932,0.012371921,-0.46102497,0.3140502
img_000054.jpg,3.3359241,-1.4845008,-0.6301971,0.03791871,-0.895152,0.39071184,-0.54807585,-0.24943887,-0.2775222,-0.106824,0.5255787,-0.41093484,0.6438737,0.26998737,0.426493,0.10537566,0.63930327,-0.28802496,0.581009,0.5530406
img_000055.jpg,-2.229968,-0.2729059,0.27005896,1.1621827,0.114100836,-0.4943871,-1.0516146,0.012469878,0.2091357,-0.33043993,0.36239436,0.24589054,0.003791715,-0.6865271,-0.16386639,0.016489178,0.5581055,-0.33295405,0.15321709,-0.34016827
img_000056.jpg,-2.521068,-1.4043719,-1.2537937,-0.7174004,1.3061916,0.12888497,-0.6979495,0.088904604,-0.98170054,0.8342903,-0.4375919,0.023208613,0.7447971,0.43497798,0.30029273,0.47532624,0.22891274,0.367075,0.19841984,-0.21917686
img_000057.jpg,-1.8294971,-0.21385586,0.8070527,-0.75524247,0.9625011,0.67944354,-0.33637547,-0.2763302,-0.4794341,-0.08172679,0.65029323,-0.024389394,-0.500815,0.50820595,0.43523785,-0.5197518,-0.30341312,0.15360498,0.07833163,-0.002425861
img_000058.jpg,0.20748499,0.53711957,-0.22782905,-0.62944835,-0.74425936,-0.5618655,0.35014066,-0.57765037,0.8382144,-0.23581117,1.1879517,0.19343162,0.44432712,-0.5630757,-0.0671735,-0.17677703,0.22215416,0.3406781,-0.19329202,-0.6421821
img_000059.jpg,3.379296,-1.1290255,0.19138774,0.097489685,-0.44403684,-0.07939209,-0.28670815,-0.73316675,0.35322887,-0.2544939,0.5844273,-0.19869675,0.536337,0.17060234,-0.099870324,-0.042606477,0.3441869,-0.1094795,0.08021668,0.73216254
img_000060.jpg,-0.6852587,-0.66767216,-2.0367053,-1.7066818,-0.5803247,0.4466103,0.24872038,0.37679586,0.08059909,0.7081642,0.44505665,0.76315844,-0.24784331,-0.23202744,0.9076486,0.21900956,0.36222723,0.20260118,-0.03762434,-0.75769013
img_000061.jpg,3.460258,-1.9874123,-0.19861433,0.18640733,-0.3905825,0.53788704,-1.2036875,0.16565943,-0.72488743,0.53801405,0.23649174,0.51506513,0.29833835,-0.14077534,0.5616285,-0.18844663,-0.06740428,-0.3959049,-0.26345932,0.56275636
img_000062.jpg,-1.7030895,-0.19882485,0.8780815,0.8596438,-0.037465632,-0.23399112,0.039828192,-0.28358266,-0.21803692,-0.15069555,0.4077318,0.061051503,0.015713554,-0.44275656,-0.35392588,0.08911412,-0.13633645,0.10405126,-0.33492324,0.35091555
img_000063.jpg,-1.3585899,0.08749587,0.05712506,-0.1519104,0.041060068,-0.42407954,0.21412297,0.43327057,-0.2580749,-1.289282,0.118976556,-0.5051797,0.11951202,-0.4456502,0.46298617,-0.8284294,0.08210632,-0.08750211,0.8592974,-0.12437496
img_000064.jpg,0.20717636,1.1588655,1.3559521,-1.3654658,1.4098406,0.47757986,0.47471994,0.49123847,0.3406106,1.3197906,-0.2908538,-0.005452919,1.254388,0.16416219,0.4167334,-0.38512397,-0.33762237,-0.65912026,-0.45085,-0.08815223
img_000065.jpg,-1.2657381,-0.10433273,0.62423235,0.55552334,-0.54157925,-0.09034397,-0.4998893,-0.681209,0.33573505,-0.5335838,-0.8045857,0.46911123,-0.25587726,-0.35130078,-0.17700289,-0.34879977,0.47964567,-0.04718534,-0.31149706,0.10437134
img_000066.jpg,-0.87169296,0.038697947,0.8444769,-0.00469874,-0.7452169,0.6771039,-1.2228769,0.17964347,-0.14431114,-0.8418037,0.1477227,0.07829416,-0.03234429,0.24609937,0.6957348,-0.28203985,0.3328005,0.2546323,-0.051944647,1.3848512
img_000067.jpg,-2.2907786,-1.0744798,-0.9026383,0.99596286,0.17103834,-0.56789684,-0.04121075,-0.48701137,-0.8381848,0.07979976,0.2226094,0.1802451,-0.08275284,-0.10965059,0.48427287,-0.12152615,0.0789873,-0.65956706,-0.3893505,0.01435804
img_000068.jpg,-1.6149782,-1.1346227,-1.3097584,0.94173795,0.08862298,-0.87592685,0.67793334,-0.7652411,-0.7092156,0.36791116,-0.4633249,0.15138897,0.25341994,0.21935487,0.3991718,-0.2977869,0.25963953,-0.6951488,-0.3783535,-0.19943708
img_000069.jpg,2.3448052,-0.9227284,0.47732204,0.46020696,-0.06317508,0.16480346,0.55698955,0.5924784,0.30570412,0.601785,-0.46717757,0.34127048,0.15507226,-0.8708964,-0.6119702,-0.43016687,-0.5557077,0.35206538,0.3097785,-0.14300758
img_000070.jpg,2.7703269,-0.8248217,0.2113721,0.014422443,0.161133,-0.68316776,-0.41706777,-0.2596752,0.25071132,-0.56621104,0.29474905,-0.2737547,0.16841032,-0.4037086,-0.2610309,0.08978026,0.14845476,0.3029089,0.21397065,0.1287783
img_000071.jpg,-0.41022637,0.58110684,1.5236566,0.53260595,0.58817726,-1.0099735,-1.1711026,0.1200889,0.37778306,-0.6878296,-1.2043264,-0.81589437,0.6336878,0.47115687,0.39981446,0.5161168,0.21083209,0.23624924,-0.27464178,0.24851021
img_000072.jpg,-0.16372636,1.1989875,-0.6672573,-1.5732151,-1.931672,-0.017711207,-0.45009327,0.8908582,-0.9225847,0.48296902,0.099469654,0.17951058,-0.5383982,0.062055018,-0.9781789,0.12840332,-0.012815484,-0.15779781,0.05602201,-0.11283891
img_000073.jpg,-0.91615295,1.0480309,1.169595,0.68444705,0.0566949,0.17492332,-0.039587382,0.09742876,0.12075134,0.11065118,-0.078983285,0.6885617,-0.014363498,-0.45804158,-0.41056252,0.35243168,0.01171505,-0.6704229,-0.010712956,0.08273948
img_000074.jpg,-2.1168666,-0.68339926,-0.12517823,0.3189027,-0.8710272,0.14518093,-0.13697752,0.41729414,-0.40184608,0.29064482,0.81628174,0.23572063,0.39013347,-0.42157596,-0.46641877,0.75778514,-0.34449768,0.042883713,0.8660261,-0.031501323
img_000075.jpg,3.6087475,-1.7048255,-0.12895729,0.3195472,0.18664172,0.38449156,-1.1902968,0.02216691,-0.17920355,0.26784596,0.25774214,0.3357255,-0.111175016,-0.025059571,0.3066977,0.006248794,-0.16542041,-0.46133363,0.084092,0.2129767
img_000076.jpg,2.8917344,-1.091039,-0.26898405,0.21021794,-0.57813954,0.43527836,-1.009763,0.2145734,0.19975877,-0.09061785,0.5379523,-0.33961788,0.07403247,-0.006249124,0.6779605,0.39969295,0.06444782,-0.16984037,-0.8041339,-0.8705658
img_000077.jpg,0.5417725,1.5742315,1.0900465,0.34713778,0.5849469,0.032873165,0.8286554,0.18065861,0.43873438,0.47256523,-0.20335189,0.5159752,0.6472388,0.5096437,-0.21531221,0.50288063,0.042663146,-0.302884,-0.009611848,-0.41075104
img_000078.jpg,-0.053399812,1.5483949,0.3165573,-1.9571214,-1.0890322,-1.8241856,-0.8741101,0.0259196,-0.44147125,0.7256696,-0.10165235,0.30186707,-0.14839587,-0.13629399,-0.028406452,-0.33147636,0.077883765,-0.15442729,0.39575264,-0.21323247
img_000079.jpg,-0.5713815,1.0295848,1.4450418,0.24864902,0.020073805,-0.44089264,-0.067609586,0.6689997,0.2838604,0.94091743,0.20720012,0.056128457,0.32524937,-0.010058909,-0.041053794,-0.48704585,-0.036772843,-0.2823868,-0.39167276,-0.27478784
img_000080.jpg,-0.17277163,0.89802593,0.5022528,0.8134678,0.09168537,0.2468697,1.046588,1.183324,0.21494247,-0.55641913,-0.031709217,0.42796764,-0.3565565,0.823223,-0.3631858,-0.15919472,-0.12479157,-0.2677127,-0.5342898,-0.4279989
img_000081.jpg,0.73778963,0.7251059,0.7380515,0.41983736,-0.53821355,0.23762643,0.53678983,-0.5861538,0.29834592,0.03078399,-0.4824193,0.013886988,-0.11564691,0.10775258,-0.4598732,0.23229039,0.063962094,0.006262339,-0.007111983,-0.06396995
img_000082.jpg,2.5350182,-0.65680337,0.3160466,0.30988827,0.4950736,-0.1357653,0.23127048,-0.24816477,0.3163858,-0.30667406,-0.04683264,0.1956953,-0.063836,-0.44826883,-0.5114366,0.015499675,-0.16890462,0.14860512,0.36287078,-0.24028067
img_000083.jpg,-1.4494596,-1.453734,-0.73659056,-0.5449599,-0.48078573,-0.4500764,-0.37733278,0.7797303,0.59405285,0.34070474,-1.2139142,-0.094015606,0.19767919,0.4973449,-0.3631707,0.15518358,-0.4370377,0.5269492,0.91313505,0.04166987
img_000084.jpg,-0.11319608,0.24581014,1.2015072,-0.28008828,-0.121178545,0.65381956,-0.01617333,0.15831348,-0.5240598,-0.3451936,0.20701112,0.3213983,0.32766813,0.47350162,-0.40831745,1.2420876,0.08215111,0.25933507,-0.25460157,-0.48977327
img_000085.jpg,-1.6862742,-0.8947229,-2.3205252,-0.52868605,0.43208116,-0.23754643,0.23293391,1.3780851,0.13468459,-0.5562828,-0.6297824,0.40259576,-0.38558656,0.2582459,0.17039683,-0.064086914,-0.3190608,0.04111633,0.038931545,-0.37624952
img_000086.jpg,-2.1968758,-1.4345107,-1.396054,0.7990047,-0.4408004,-0.42706755,-0.10896196,0.046864588,-0.9628145,0.76895887,-0.5621651,0.5505498,0.3909753,-0.2621016,-0.3600444,0.61636114,0.17163888,-0.43428347,-0.7228948,-0.3161855
img_000087.jpg,0.014826744,0.97858554,0.91997343,-0.37854207,0.9014182,0.012571311,0.45276445,-0.16433586,-0.69027954,-0.24577644,0.3880578,-0.1917603,0.3283768,-0.065569915,0.31957686,-0.14792128,0.03758107,0.20387521,0.32632166,-1.1721531
img_000088.jpg,-2.2918282,-0.9643629,0.17597087,0.4360521,-0.4134802,0.08162442,-0.47718108,0.2556207,0.76702666,0.149896,0.01316546,0.31995714,-0.27340594,0.20849156,0.23088455,0.3623512,-0.4799317,0.21805215,0.5136576,0.4762854
img_000089.jpg,-1.0601765,-0.3618812,-1.7912241,-0.63205606,1.1773508,-0.75445044,0.533659,0.011755833,-0.22876844,0.75863516,-0.3268161,-0.88304883,-0.80622554,-0.15514167,-0.0113128,0.7825795,0.3521833,0.18042965,0.74159634,0.17536868
img_000090.jpg,-0.50071156,0.91017467,1.4973245,0.89222664,0.13100402,-0.70407057,0.19582245,0.5360838,0.45389628,1.0438408,0.5120625,-0.16319087,0.026644079,0.6662517,0.41174927,-0.20930283,0.33592314,-0.022436911,-0.49515963,0.8238344
img_000091.jpg,-1.2649226,-0.008958278,0.29322305,1.0968133,0.3955668,-0.37252602,-0.47616097,-0.13828017,0.012646345,-0.18235014,0.2746733,0.1357105,0.043898016,-1.1615297,-0.24754559,-0.06759319,0.6339223,0.025529424,0.033289738,-0.03466906
img_000092.jpg,2.8973901,-0.7213096,-0.09764431,0.1993175,-1.0568079,0.90925515,0.68445957,0.46606204,0.22414392,0.078718945,-0.16123056,-0.33731025,0.28737855,-0.99636084,0.11592709,0.20214744,-0.3443143,0.29363146,0.51847273,0.085433215
img_000093.jpg,-0.6047451,-0.43913025,-1.7119833,-0.95482314,0.5892328,0.08925487,0.048958167,-0.67685014,1.4023222,0.97600603,-0.2057252,0.41090673,-0.79615825,0.5335418,-0.041512024,0.859859,0.22392054,0.2969474,-0.17356339,-0.10316086
img_000094.jpg,1.9728045,-1.4002836,-0.8275371,0.6621489,-0.8533875,0.9944773,-0.46234795,0.33876026,0.30186203,0.26165095,-0.029682502,0.72359717,-0.45367813,-1.1120661,-0.08336854,-0.17101057,1.5462573,-0.108175375,0.13303119,-0.35900384
img_000095.jpg,3.450213,-1.0424374,0.5538941,0.3156575,-0.11274995,-0.034356605,0.19181699,0.24083073,-0.12374605,0.05727499,-0.854828,-0.03890178,-0.1401213,-0.053739212,-0.28486133,0.32362935,-0.41078922,0.5111389,0.29893336,0.07051619
img_000096.jpg,2.474832,-0.7358364,0.5478184,0.931839,0.23729964,-0.40356123,0.45214683,0.75085104,0.7628503,0.7757826,-0.30878124,0.30094033,0.64926666,-0.2923047,-0.26992467,-0.36694872,-0.64746124,0.07587826,-0.30246204,0.31059647
img_000097.jpg,-0.848886,0.8159869,1.3247329,-0.38737434,-0.77929646,0.1287822,-0.09992907,-0.013788911,-0.3906436,-0.6191111,-0.28907615,-0.047992334,0.06402103,-0.37763953,0.13121966,0.1643002,-0.433902,0.14664347,0.41373813,0.19823655
img_000098.jpg,0.23712912,1.5263625,0.6500359,-2.1010206,-1.0834354,-2.4810026,-1.366179,-0.020609898,-0.15711965,0.35165167,-0.19089293,0.47525975,-0.1416078,-0.20090263,-0.3260724,-0.38829407,-0.25378358,-0.54206353,0.49339655,0.17689651
img_000099.jpg,-0.8402339,0.32090244,1.25231,0.5816961,0.42670706,-0.30047587,-0.5191051,-0.23121855,0.56698567,0.29725456,-0.28536317,0.60826933,-0.2995959,0.29745704,0.2862617,0.33575308,-0.18875958,-0.76396686,0.18350552,0.008273462
