id,image_path,ClassId
4000,img_000278.jpg,1
6436,img_000279.jpg,5
4922,img_000280.jpg,7
2038,img_000281.jpg,2
5663,img_000282.jpg,7
7080,img_000283.jpg,19
1244,img_000284.jpg,10
1123,img_000285.jpg,2
6263,img_000286.jpg,10
536,img_000287.jpg,13
4419,img_000288.jpg,20
1924,img_000289.jpg,25
2728,img_000290.jpg,10
2140,img_000291.jpg,18
6175,img_000292.jpg,4
1022,img_000293.jpg,14
4129,img_000294.jpg,35
4709,img_000295.jpg,8
3309,img_000296.jpg,35
5468,img_000297.jpg,28
7316,img_000298.jpg,5
2443,img_000299.jpg,12
1353,img_000300.jpg,35
4619,img_000301.jpg,18
3580,img_000302.jpg,8
6129,img_000303.jpg,11
961,img_000304.jpg,3
3476,img_000305.jpg,14
7763,img_000306.jpg,4
7679,img_000307.jpg,2
2638,img_000308.jpg,4
4916,img_000309.jpg,12
121,img_000310.jpg,28
496,img_000311.jpg,4
4498,img_000312.jpg,5
1263,img_000313.jpg,2
4624,img_000314.jpg,7
1574,img_000315.jpg,11
2352,img_000316.jpg,12
5968,img_000317.jpg,23
5154,img_000318.jpg,5
5637,img_000319.jpg,35
143,img_000320.jpg,37
5082,img_000321.jpg,12
4888,img_000322.jpg,18
6790,img_000323.jpg,13
2401,img_000324.jpg,38
491,img_000325.jpg,13
2029,img_000326.jpg,21
1973,img_000327.jpg,33
1889,img_000328.jpg,15
1402,img_000329.jpg,9
5709,img_000330.jpg,2
3672,img_000331.jpg,38
1537,img_000332.jpg,5
1535,img_000333.jpg,23
506,img_000334.jpg,12
4592,img_000335.jpg,12
1047,img_000336.jpg,1
1558,img_000337.jpg,34
4484,img_000338.jpg,5
7556,img_000339.jpg,9
266,img_000340.jpg,10
4946,img_000341.jpg,8
6066,img_000342.jpg,28
4707,img_000343.jpg,7
4680,img_000344.jpg,5
2598,img_000345.jpg,38
4583,img_000346.jpg,13
5500,img_000347.jpg,5
820,img_000348.jpg,4
144,img_000349.jpg,1
1820,img_000350.jpg,12
1695,img_000351.jpg,10
7326,img_000352.jpg,14
2946,img_000353.jpg,18
6889,img_000354.jpg,16
7439,img_000355.jpg,35
5533,img_000356.jpg,8
5404,img_000357.jpg,1
3881,img_000358.jpg,38
4359,img_000359.jpg,4
1499,img_000360.jpg,2
3434,img_000361.jpg,27
7221,img_000362.jpg,20
4834,img_000363.jpg,40
2839,img_000364.jpg,8
6959,img_000365.jpg,10
6172,img_000366.jpg,31
6008,img_000367.jpg,9
3266,img_000368.jpg,4
3600,img_000369.jpg,33
881,img_000370.jpg,7
5003,img_000371.jpg,7
7824,img_000372.jpg,9
915,img_000373.jpg,36
6079,img_000374.jpg,2
2792,img_000375.jpg,5
1648,img_000376.jpg,1
7096,img_000377.jpg,17
6324,img_000378.jpg,10
2298,img_000379.jpg,37
837,img_000380.jpg,3
3920,img_000381.jpg,17
7722,img_000382.jpg,12
2563,img_000383.jpg,18
7573,img_000384.jpg,10
3370,img_000385.jpg,23
5645,img_000386.jpg,21
1114,img_000387.jpg,4
2462,img_000388.jpg,17
7673,img_000389.jpg,18
4047,img_000390.jpg,2
1943,img_000391.jpg,21
1559,img_000392.jpg,4
4635,img_000393.jpg,10
2221,img_000394.jpg,10
6319,img_000395.jpg,18
7623,img_000396.jpg,41
2595,img_000397.jpg,13
719,img_000398.jpg,41
1056,img_000399.jpg,4
5920,img_000400.jpg,12
5353,img_000401.jpg,25
1350,img_000402.jpg,25
7628,img_000403.jpg,9
1362,img_000404.jpg,10
1747,img_000405.jpg,17
6802,img_000406.jpg,2
6688,img_000407.jpg,12
2294,img_000408.jpg,27
3882,img_000409.jpg,26
5223,img_000410.jpg,28
1271,img_000411.jpg,26
5088,img_000412.jpg,13
6215,img_000413.jpg,25
4880,img_000414.jpg,3
7519,img_000415.jpg,1
6542,img_000416.jpg,17
6728,img_000417.jpg,10
2181,img_000418.jpg,7
4154,img_000419.jpg,31
5535,img_000420.jpg,3
3485,img_000421.jpg,10
3601,img_000422.jpg,1
1398,img_000423.jpg,7
6213,img_000424.jpg,38
654,img_000425.jpg,31
5495,img_000426.jpg,3
5141,img_000427.jpg,7
2330,img_000428.jpg,2
6118,img_000429.jpg,13
431,img_000430.jpg,1
686,img_000431.jpg,11
1918,img_000432.jpg,1
3001,img_000433.jpg,12
2652,img_000434.jpg,18
4928,img_000435.jpg,38
3516,img_000436.jpg,31
6586,img_000437.jpg,8
2768,img_000438.jpg,28
573,img_000439.jpg,23
5828,img_000440.jpg,10
263,img_000441.jpg,38
66,img_000442.jpg,10
6748,img_000443.jpg,17
2271,img_000444.jpg,1
5560,img_000445.jpg,2
5208,img_000446.jpg,22
4291,img_000447.jpg,1
178,img_000448.jpg,11
2274,img_000449.jpg,2
2017,img_000450.jpg,34
3325,img_000451.jpg,2
1740,img_000452.jpg,8
1234,img_000453.jpg,39
5821,img_000454.jpg,12
1072,img_000455.jpg,28
5463,img_000456.jpg,27
690,img_000457.jpg,22
1178,img_000458.jpg,18
1106,img_000459.jpg,5
4405,img_000460.jpg,23
2600,img_000461.jpg,5
6672,img_000462.jpg,3
6144,img_000463.jpg,31
4190,img_000464.jpg,33
1741,img_000465.jpg,8
2501,img_000466.jpg,17
7201,img_000467.jpg,5
2596,img_000468.jpg,10
5180,img_000469.jpg,5
4606,img_000470.jpg,12
587,img_000471.jpg,5
4828,img_000472.jpg,10
5666,img_000473.jpg,5
4114,img_000474.jpg,13
5265,img_000475.jpg,12
1611,img_000476.jpg,20
3244,img_000477.jpg,30
4935,img_000478.jpg,23
2552,img_000479.jpg,1
3630,img_000480.jpg,6
1137,img_000481.jpg,16
851,img_000482.jpg,38
5301,img_000483.jpg,3
978,img_000484.jpg,25
1732,img_000485.jpg,9
4821,img_000486.jpg,5
6626,img_000487.jpg,5
1518,img_000488.jpg,3
4303,img_000489.jpg,38
7225,img_000490.jpg,25
5983,img_000491.jpg,32
7572,img_000492.jpg,41
7748,img_000493.jpg,8
326,img_000494.jpg,18
637,img_000495.jpg,9
6025,img_000496.jpg,21
5443,img_000497.jpg,38
7118,img_000498.jpg,9
694,img_000499.jpg,40
4986,img_000500.jpg,25
537,img_000501.jpg,10
5388,img_000502.jpg,12
7098,img_000503.jpg,2
3075,img_000504.jpg,10
5509,img_000505.jpg,21
7140,img_000506.jpg,2
2877,img_000507.jpg,28
6870,img_000508.jpg,1
2664,img_000509.jpg,27
1862,img_000510.jpg,14
5483,img_000511.jpg,13
3007,img_000512.jpg,7
7015,img_000513.jpg,1
3157,img_000514.jpg,13
4701,img_000515.jpg,11
3206,img_000516.jpg,13
3591,img_000517.jpg,7
6579,img_000518.jpg,25
4584,img_000519.jpg,5
4487,img_000520.jpg,17
4983,img_000521.jpg,41
5780,img_000522.jpg,14
5989,img_000523.jpg,13
5760,img_000524.jpg,28
5287,img_000525.jpg,8
6499,img_000526.jpg,31
2073,img_000527.jpg,5
2699,img_000528.jpg,16
3285,img_000529.jpg,25
1509,img_000530.jpg,10
2064,img_000531.jpg,3
4868,img_000532.jpg,5
5912,img_000533.jpg,9
7750,img_000534.jpg,3
1707,img_000535.jpg,1
4556,img_000536.jpg,19
2669,img_000537.jpg,5
3945,img_000538.jpg,10
3103,img_000539.jpg,5
3896,img_000540.jpg,35
5453,img_000541.jpg,2
2912,img_000542.jpg,15
4603,img_000543.jpg,3
4443,img_000544.jpg,31
3034,img_000545.jpg,25
621,img_000546.jpg,12
1367,img_000547.jpg,2
365,img_000548.jpg,28
1567,img_000549.jpg,8
5501,img_000550.jpg,3
7300,img_000551.jpg,18
3933,img_000552.jpg,9
682,img_000553.jpg,13
2257,img_000554.jpg,32
6812,img_000555.jpg,13
3860,img_000556.jpg,2
6116,img_000557.jpg,13
2304,img_000558.jpg,18
4614,img_000559.jpg,4
2342,img_000560.jpg,31
1660,img_000561.jpg,4
3969,img_000562.jpg,25
5395,img_000563.jpg,13
4949,img_000564.jpg,5
1071,img_000565.jpg,12
650,img_000566.jpg,12
6480,img_000567.jpg,16
323,img_000568.jpg,1
6786,img_000569.jpg,23
4852,img_000570.jpg,33
3822,img_000571.jpg,31
1972,img_000572.jpg,25
1701,img_000573.jpg,5
2387,img_000574.jpg,26
6814,img_000575.jpg,28
4765,img_000576.jpg,31
4633,img_000577.jpg,18
7832,img_000578.jpg,28
814,img_000579.jpg,14
4140,img_000580.jpg,11
1596,img_000581.jpg,12
7495,img_000582.jpg,31
3613,img_000583.jpg,4
5494,img_000584.jpg,12
1995,img_000585.jpg,4
6490,img_000586.jpg,2
5228,img_000587.jpg,9
1599,img_000588.jpg,38
5185,img_000589.jpg,3
1723,img_000590.jpg,35
4284,img_000591.jpg,12
1470,img_000592.jpg,5
4325,img_000593.jpg,14
6676,img_000594.jpg,8
4374,img_000595.jpg,18
3797,img_000596.jpg,27
6287,img_000597.jpg,14
3061,img_000598.jpg,4
3410,img_000599.jpg,37
6160,img_000600.jpg,39
4258,img_000601.jpg,42
2876,img_000602.jpg,7
6999,img_000603.jpg,17
1661,img_000604.jpg,12
5020,img_000605.jpg,1
2165,img_000606.jpg,35
5417,img_000607.jpg,13
6358,img_000608.jpg,33
3010,img_000609.jpg,38
969,img_000610.jpg,3
1193,img_000611.jpg,10
811,img_000612.jpg,31
4600,img_000613.jpg,30
3735,img_000614.jpg,25
3176,img_000615.jpg,25
1616,img_000616.jpg,5
5006,img_000617.jpg,2
6612,img_000618.jpg,37
2663,img_000619.jpg,7
5809,img_000620.jpg,25
6685,img_000621.jpg,35
6744,img_000622.jpg,7
6143,img_000623.jpg,38
6888,img_000624.jpg,13
510,img_000625.jpg,2
2242,img_000626.jpg,4
3609,img_000627.jpg,2
3592,img_000628.jpg,23
7214,img_000629.jpg,5
2579,img_000630.jpg,5
1860,img_000631.jpg,1
2671,img_000632.jpg,9
6645,img_000633.jpg,23
7012,img_000634.jpg,4
5820,img_000635.jpg,37
6538,img_000636.jpg,10
2470,img_000637.jpg,9
4969,img_000638.jpg,8
384,img_000639.jpg,1
6751,img_000640.jpg,1
1600,img_000641.jpg,13
6435,img_000642.jpg,13
7639,img_000643.jpg,33
4060,img_000644.jpg,31
2193,img_000645.jpg,34
6838,img_000646.jpg,4
2236,img_000647.jpg,5
953,img_000648.jpg,7
1258,img_000649.jpg,3
6827,img_000650.jpg,1
5612,img_000651.jpg,36
6974,img_000652.jpg,24
1637,img_000653.jpg,4
7617,img_000654.jpg,38
2821,img_000655.jpg,4
5909,img_000656.jpg,35
3381,img_000657.jpg,12
5169,img_000658.jpg,2
3514,img_000659.jpg,35
1731,img_000660.jpg,24
6545,img_000661.jpg,40
6684,img_000662.jpg,9
3816,img_000663.jpg,6
2686,img_000664.jpg,1
5070,img_000665.jpg,7
2204,img_000666.jpg,4
5456,img_000667.jpg,13
6227,img_000668.jpg,2
1682,img_000669.jpg,19
1243,img_000670.jpg,14
6200,img_000671.jpg,6
2151,img_000672.jpg,12
4201,img_000673.jpg,34
2230,img_000674.jpg,9
1765,img_000675.jpg,7
5441,img_000676.jpg,27
5510,img_000677.jpg,13
4582,img_000678.jpg,35
6381,img_000679.jpg,22
7042,img_000680.jpg,5
3775,img_000681.jpg,20
4172,img_000682.jpg,13
4729,img_000683.jpg,5
1135,img_000684.jpg,28
6760,img_000685.jpg,13
584,img_000686.jpg,29
2448,img_000687.jpg,1
7025,img_000688.jpg,13
3564,img_000689.jpg,10
1490,img_000690.jpg,38
413,img_000691.jpg,10
282,img_000692.jpg,4
2169,img_000693.jpg,10
2008,img_000694.jpg,1
1104,img_000695.jpg,4
3355,img_000696.jpg,6
268,img_000697.jpg,35
4234,img_000698.jpg,2
1397,img_000699.jpg,13
759,img_000700.jpg,10
6914,img_000701.jpg,1
6525,img_000702.jpg,2
5512,img_000703.jpg,21
548,img_000704.jpg,12
6654,img_000705.jpg,25
7088,img_000706.jpg,23
2167,img_000707.jpg,2
5860,img_000708.jpg,7
6069,img_000709.jpg,12
1454,img_000710.jpg,1
1386,img_000711.jpg,5
6433,img_000712.jpg,17
2963,img_000713.jpg,14
7323,img_000714.jpg,26
3415,img_000715.jpg,18
6670,img_000716.jpg,1
3586,img_000717.jpg,11
86,img_000718.jpg,8
1160,img_000719.jpg,4
186,img_000720.jpg,4
857,img_000721.jpg,36
5888,img_000722.jpg,3
7125,img_000723.jpg,13
3241,img_000724.jpg,9
5940,img_000725.jpg,42
7122,img_000726.jpg,12
2081,img_000727.jpg,31
4523,img_000728.jpg,31
4461,img_000729.jpg,10
7786,img_000730.jpg,4
5675,img_000731.jpg,38
1826,img_000732.jpg,12
6228,img_000733.jpg,13
1476,img_000734.jpg,17
5170,img_000735.jpg,2
6041,img_000736.jpg,1
4942,img_000737.jpg,12
2176,img_000738.jpg,5
4630,img_000739.jpg,13
7215,img_000740.jpg,15
487,img_000741.jpg,2
4795,img_000742.jpg,9
3590,img_000743.jpg,35
3272,img_000744.jpg,12
1293,img_000745.jpg,11
2892,img_000746.jpg,8
5995,img_000747.jpg,5
1952,img_000748.jpg,39
6275,img_000749.jpg,36
6780,img_000750.jpg,30
5309,img_000751.jpg,18
2525,img_000752.jpg,39
4672,img_000753.jpg,4
3083,img_000754.jpg,17
4618,img_000755.jpg,12
6015,img_000756.jpg,11
5420,img_000757.jpg,16
3033,img_000758.jpg,25
5385,img_000759.jpg,5
5113,img_000760.jpg,38
4316,img_000761.jpg,1
2188,img_000762.jpg,38
713,img_000763.jpg,38
6251,img_000764.jpg,6
2485,img_000765.jpg,17
5145,img_000766.jpg,2
5195,img_000767.jpg,33
7056,img_000768.jpg,39
4811,img_000769.jpg,35
3238,img_000770.jpg,8
3803,img_000771.jpg,1
3757,img_000772.jpg,12
6196,img_000773.jpg,35
2000,img_000774.jpg,22
5360,img_000775.jpg,19
1756,img_000776.jpg,13
5518,img_000777.jpg,35
5024,img_000778.jpg,4
792,img_000779.jpg,22
1303,img_000780.jpg,14
3393,img_000781.jpg,5
3203,img_000782.jpg,1
215,img_000783.jpg,32
4446,img_000784.jpg,30
7403,img_000785.jpg,10
5454,img_000786.jpg,3
2200,img_000787.jpg,25
7378,img_000788.jpg,18
5810,img_000789.jpg,23
370,img_000790.jpg,13
2754,img_000791.jpg,3
4668,img_000792.jpg,8
7607,img_000793.jpg,9
836,img_000794.jpg,9
5200,img_000795.jpg,33
1073,img_000796.jpg,25
4971,img_000797.jpg,35
6244,img_000798.jpg,1
870,img_000799.jpg,7
1373,img_000800.jpg,25
4996,img_000801.jpg,9
567,img_000802.jpg,1
2437,img_000803.jpg,38
5328,img_000804.jpg,24
3962,img_000805.jpg,9
7594,img_000806.jpg,16
5616,img_000807.jpg,12
1579,img_000808.jpg,41
1961,img_000809.jpg,34
6800,img_000810.jpg,10
3548,img_000811.jpg,12
2077,img_000812.jpg,16
2320,img_000813.jpg,8
3240,img_000814.jpg,31
3235,img_000815.jpg,2
7734,img_000816.jpg,11
247,img_000817.jpg,25
5953,img_000818.jpg,11
1997,img_000819.jpg,31
7105,img_000820.jpg,25
3784,img_000821.jpg,5
6934,img_000822.jpg,10
6031,img_000823.jpg,7
7208,img_000824.jpg,33
4032,img_000825.jpg,12
5852,img_000826.jpg,18
416,img_000827.jpg,38
7304,img_000828.jpg,5
2984,img_000829.jpg,16
7368,img_000830.jpg,1
1913,img_000831.jpg,1
2203,img_000832.jpg,17
5352,img_000833.jpg,38
6290,img_000834.jpg,17
3123,img_000835.jpg,14
6823,img_000836.jpg,9
4755,img_000837.jpg,17
5315,img_000838.jpg,4
5797,img_000839.jpg,38
6024,img_000840.jpg,11
3165,img_000841.jpg,2
6954,img_000842.jpg,22
6426,img_000843.jpg,13
7728,img_000844.jpg,31
1867,img_000845.jpg,25
507,img_000846.jpg,18
7578,img_000847.jpg,11
501,img_000848.jpg,33
7765,img_000849.jpg,22
15,img_000850.jpg,4
6756,img_000851.jpg,15
7797,img_000852.jpg,3
4361,img_000853.jpg,17
2994,img_000854.jpg,5
2628,img_000855.jpg,1
1870,img_000856.jpg,13
5790,img_000857.jpg,11
3924,img_000858.jpg,27
1804,img_000859.jpg,22
6723,img_000860.jpg,38
4089,img_000861.jpg,23
43,img_000862.jpg,25
6997,img_000863.jpg,1
5677,img_000864.jpg,7
2879,img_000865.jpg,11
6848,img_000866.jpg,7
1520,img_000867.jpg,4
1622,img_000868.jpg,27
5739,img_000869.jpg,29
667,img_000870.jpg,9
2405,img_000871.jpg,24
7023,img_000872.jpg,13
2503,img_000873.jpg,11
1417,img_000874.jpg,8
1312,img_000875.jpg,8
2217,img_000876.jpg,2
605,img_000877.jpg,1
5617,img_000878.jpg,27
4082,img_000879.jpg,1
4095,img_000880.jpg,35
6557,img_000881.jpg,15
5097,img_000882.jpg,12
5981,img_000883.jpg,5
4283,img_000884.jpg,4
6895,img_000885.jpg,9
411,img_000886.jpg,29
5471,img_000887.jpg,2
6644,img_000888.jpg,35
2095,img_000889.jpg,34
5078,img_000890.jpg,13
68,img_000891.jpg,7
7672,img_000892.jpg,34
4023,img_000893.jpg,5
368,img_000894.jpg,4
1422,img_000895.jpg,33
3931,img_000896.jpg,32
3939,img_000897.jpg,23
3937,img_000898.jpg,8
59,img_000899.jpg,2
7159,img_000900.jpg,13
2497,img_000901.jpg,5
2935,img_000902.jpg,26
3389,img_000903.jpg,16
4637,img_000904.jpg,25
1015,img_000905.jpg,1
4348,img_000906.jpg,33
344,img_000907.jpg,9
7066,img_000908.jpg,35
2587,img_000909.jpg,10
7370,img_000910.jpg,10
657,img_000911.jpg,35
5159,img_000912.jpg,9
5179,img_000913.jpg,3
4033,img_000914.jpg,18
4305,img_000915.jpg,33
884,img_000916.jpg,0
3949,img_000917.jpg,10
1484,img_000918.jpg,26
7257,img_000919.jpg,3
5043,img_000920.jpg,38
4440,img_000921.jpg,17
2052,img_000922.jpg,18
4671,img_000923.jpg,1
2730,img_000924.jpg,10
2378,img_000925.jpg,9
4768,img_000926.jpg,24
483,img_000927.jpg,38
7691,img_000928.jpg,10
5383,img_000929.jpg,25
7410,img_000930.jpg,1
3232,img_000931.jpg,20
5941,img_000932.jpg,7
5442,img_000933.jpg,13
6583,img_000934.jpg,21
3287,img_000935.jpg,9
616,img_000936.jpg,17
3053,img_000937.jpg,1
4745,img_000938.jpg,12
6042,img_000939.jpg,6
5234,img_000940.jpg,5
4825,img_000941.jpg,38
6281,img_000942.jpg,4
2951,img_000943.jpg,4
379,img_000944.jpg,10
2228,img_000945.jpg,34
5394,img_000946.jpg,17
3593,img_000947.jpg,16
2938,img_000948.jpg,23
1232,img_000949.jpg,3
7645,img_000950.jpg,30
3972,img_000951.jpg,38
1690,img_000952.jpg,2
176,img_000953.jpg,4
4767,img_000954.jpg,35
626,img_000955.jpg,9
647,img_000956.jpg,8
3411,img_000957.jpg,35
7681,img_000958.jpg,12
5375,img_000959.jpg,25
7260,img_000960.jpg,5
1399,img_000961.jpg,18
2197,img_000962.jpg,3
2906,img_000963.jpg,31
2542,img_000964.jpg,35
4175,img_000965.jpg,13
3045,img_000966.jpg,10
3979,img_000967.jpg,22
7416,img_000968.jpg,11
4954,img_000969.jpg,30
4653,img_000970.jpg,38
3958,img_000971.jpg,10
5796,img_000972.jpg,12
1494,img_000973.jpg,4
932,img_000974.jpg,13
6135,img_000975.jpg,12
5333,img_000976.jpg,1
5491,img_000977.jpg,11
4647,img_000978.jpg,36
152,img_000979.jpg,7
2508,img_000980.jpg,8
651,img_000981.jpg,24
630,img_000982.jpg,10
4483,img_000983.jpg,24
4562,img_000984.jpg,21
5766,img_000985.jpg,42
7644,img_000986.jpg,35
5256,img_000987.jpg,8
5937,img_000988.jpg,25
3030,img_000989.jpg,38
1737,img_000990.jpg,18
3746,img_000991.jpg,25
2531,img_000992.jpg,38
5840,img_000993.jpg,11
6690,img_000994.jpg,38
5050,img_000995.jpg,1
6743,img_000996.jpg,10
3737,img_000997.jpg,36
1105,img_000998.jpg,40
5283,img_000999.jpg,9
3510,img_001000.jpg,2
3837,img_001001.jpg,25
7324,img_001002.jpg,3
2696,img_001003.jpg,10
4162,img_001004.jpg,4
7022,img_001005.jpg,16
589,img_001006.jpg,10
652,img_001007.jpg,3
